is_lesson,paragraph
1,Covenants. The existing set of covenants in loan agreements (for the PBL and the FIL) and subsidiary loan agreements is adequate to monitor implementation of the project and hence it should be maintained in the current version.
1,"In the Lao PDR, the grant funds were disbursed from ADB’s account to an advance account in the Ministry of Finance (MOF). The PMU, for the executing agency, opened the national sub-accounts and 12 PIU sub-accounts in a commercial bank acceptable to ADB and MOF. The expenditures of the national institutions as implementing agencies were managed by the PMU. MOH provided an initial advance from the national sub-accounts to each provincial sub- accounts, or alternatively, requested MOF to provide funds directly from the advance account. The PIUs submitted fund transfer requests for the replenishment of their project accounts. At project completion, disbursements totaled $11.99 million under the project and $2.93 million under additional financing."
0,"The scope of the project interventions was appropriate in targeting these groups. Supporting both the consumption and production dimensions of livelihoods, and linking this to wider capacity development, was necessary to address food security issues in a holistic manner. The geographic focus of the project on seven provinces around the Tonle Sap Basin, plus three extremely vulnerable slum communities in Phnom Penh—Beungkok, Stung Meanchey, and Riverside—was justified by the high incidence of poverty in these areas,11 ongoing and future ADB investments, and the fragility of the local ecosystem. The design and monitoring frameworks (DMFs) for the project and additional financing were clearly specified."
0,"The project design also included the formation and financing of 12 irrigation management units (IMUs) in the LBDC command area to provide the technical interface on behalf of farmer organizations with the area water board and to support farmer organizations in O&M, engineering guidance, groundwater, conjunctive use, on-farm water management strategies, monitoring, agricultural services, and administration and financial management, including billing and record keeping for abiana. The institutional structure of the arrangement at appraisal changed from project-financed IMUs to the PIDA, the PID, and the project management unit (PMU) during implementation for three key reasons. Firstly, under the PIDA’s revised rules in 2010, services provided by the PID staff were made available to the chief executive of the area water board to support the farmer organizations. Secondly, this change was in line with devolved systems in canal command areas elsewhere in Punjab. Lastly, until farmer organizations become self- sustaining, government support was considered essential. Newly formed farmer organizations were grouped in 19 irrigation management transfer units supported by the government and as such, staffing and financing of IMUs were excluded from the project design."
0,"Overall, a total of Nu38,671,642 was disbursed by the project for the compensation of households and community structures."
0,"For succeeding programs, it is necessary to incorporate practices from the programs of other development partners, that proved to be effective in promotion of women entrepreneurship. Gender Action Plan Matrix: Implementation and Achievements Lending Policies: Participating Financial Institutions"
0,"Road maintenance. The total state budget for road maintenance in the country has increased steadily, from Som1,685 million in 2012 to Som2,037 million in 2017, an average 6.6% increase per year, which complies with the corresponding project covenant. However, the allocated funds are still insufficient to maintain all the roads to international standards, especially considering the increasing length of roads in the country, although the financing of international 16 Trade between the PRC and the Kyrgyz Republic (China Statistics Press: China Statistical Yearbook 2016 and China Statistical Yearbook 2017. Beijing) decreased 12%, from $5.298 billion in 2015 to $4.640 billion in 2016, which correlates with traffic in 2016 being 15% lower than projected; in 2017 trade increased to $5.678 billion, suggesting that traffic would have also increased."
1,"Gender awareness, gender equality, women’s empowerment, and gender mainstreaming are still new concepts for most communities and even extension workers, especially for those living in rural and remote settings and where communities have had little or no opportunity to benefit from foreign-funded projects. The project had no activities to raise awareness of gender issues in agriculture or agricultural research and science. Therefore, it faced some challenges in mobilizing women to participate in project activities such as workshops on extension needs."
1,"The long gestation period from the signing of the subloan agreement until a private vocational college is able to access the loan is also due to changes in Viet Nam’s construction law. Under the new Viet Nam Law on Construction, an investor is required to submit a subproject feasibility study and working drawings before a construction permit could be approved. This affected one vocational college that had secured a construction permit before the issuance of the new law but had to secure another permit. There is no indication of cost overruns, technical difficulties or procurement issues during subproject implementation."
0,"Net present value of benefits and EIRR. At completion, the discounted total benefits of the project over 6 years in the three countries are estimated at around, $95.9 million (in 2010 $). This excludes possible sustained benefits years after the end of the project. As at appraisal, a 12% discount rate was used in line with the first project analysis. With a total cost of $74 million over 5 years, the project’s economic net present value is estimated at around $21 million (high for Viet Nam, and negative for both Cambodia and the Lao PDR) and EIRR at 21%, both lower than at appraisal ($27 million and 28%).4 These underestimate the total economic benefits from the project. Apart from disease outbreaks, other factors not considered are reduced cost of health 2 The World Bank’s WDI Online provides data on average annual GDP per capita for the 3 countries, while WHO (2018) provides national estimates for the disability-adjusted life years per disease for population aged 15-29, 30-49, and 50-59 for 2010. At appraisal, benefits were estimated using projected income and population-projected DALYs based on 2004 WHO data. In addition to using recent data, unlike at appraisal, DALYs in the project sites are assumed to be lower than national estimates by around 10%. 3 At appraisal, annual GDP is estimated assuming a 5% GDP growth across the 3 countries. At project completion, data on average annual GDP per capita for the 3 countries from the World Bank’s WDI Online were used."
1,Further action or follow-up. ADB should continue to review traffic levels of the project railway and operating conditions of the equipment financed through the ADB loan. These discussions with the MRT and other agencies would be useful in identifying emerging issues that need to be addressed and exchanging views on mitigating problems.
1,"Ensure the implementation period is realistic. The project implementation plan should  be realistic. Sufficient time for project readiness, such as the environmental and social  preparation, and for buy-ins from the local communities and stakeholders should be factored in.  Other issues such as, procurement capacity of the entities need to be properly assessed and  factored."
0,"The sensitivity of the with project base case results to changes in assumptions regarding maintenance and also to broad changes in key assumptions has been tested. Major assumptions that would affect the outcome are the capital and maintenance costs, generated traffic and growth rates. The results of the sensitivity tests on the two roads are presented below."
0,"The executing agency prepared and submitted project reports, audited accounts, and financial statements to ADB as required, but not always on a timely basis, submitting the project performance monitoring system report and baseline in February 2012, 2 years after the grant effectiveness date. Annual evaluation surveys or an end-of-project survey were not completed as requested in the grant agreement. The executing agency prepared and submitted its final project completion report to ADB in June 2016, 8 months after physical completion."
1,The sanitation and hygiene practices learned during project implementation should be scaled up to include schools in nonproject areas.
1,"As part of gender analysis, a careful assessment should be done of the capacity and willingness of the executing authority to implement GAD."
0,The FIL had minor amendments to the project agreements to address issues during implementation such as:
1,"Deepening of initial gains. Further strengthening of the capacity of RDMs is required to implement the existing PFM legal and institutional framework, including in program budgeting, financial management, and mainstreaming and addressing gender aspects of PFM into practical applications (RDM policy, strategy and operations). In addition, the capacity of internal and external audit will need to include audits of information and communication technology in line with the forthcoming FMIS implementation. In addition, audits will need to subnational administrations which are being empowered within the framework of decentralization reforms."
0,"Corporate governance and ownership restructure of agro-enterprise. The corporate  governance and internal control of a local agro-enterprise may not be up to the commercial  standard. The project PPEs should refrain from absorbing the impact of problems derived from  shareholders or parent companies, if that affects its operation or compromises its capacity for  debt service of the subloan under the relending agreement. Thorough due diligence on the PPE  and affiliated companies could have been undertaken during the appraisal and could have flagged  the risk. Amusi's operation has been discontinued since 2015, when it was affected by the debt  of its sister company, although the Lingbao City government took the initiative to pursue debt  restructuring to resolve the debt issue and to revitalize Amusi's operation."
0,"Since project processing in 2008, NGOs have raised concerns related to environment and resettlement. In 2010–2011, a group of NGOs complained that ADB violated its policies on involuntary resettlement. The Indonesia Resident Mission (IRM) project team closely coordinated with the Office of the Special Project Facilitator and Office of the Compliance Review Panel to address the complaint in collaborative manner.19 IRM actively coordinated with the executing agency (EA) and local governments to accelerate the resettlement activities and properly address the issues. A series of policy dialogues were conducted to agree on the legal justification on the compensation to the affected persons who are non-land rights holders (squatters). A semi-annual monitoring report on implementation of CRP’s recommendations were submitted to ensure compliance with ADB safeguards policy. The CRP issued the final monitoring report on its recommendations in December 2015 as the subsequent tranches of the MFF would not be implemented."
0,"The facility and project 6 benefitted from several new state of the art systems that contributed to ADB’s corporate results framework (Appendixes 16 and 17). These included more efficient designs of new power distribution lines through the application of GPS technology and tapping of new lines and connections to the nearest point, and the computerization of all operations, which streamlined the storage and delivery of spare parts and reduced power outage and repair time. Computerization also enabled the full use of enterprise resources planning software, which greatly enhanced the MPPMCL’s ability to forecast and balance power demands and maintain the same tariffs for the 3 DISCOMs, though delivery costs vary. The industrial, commercial, agricultural, and domestic consumers’ electrical equipment is operating more efficiently due to the proper voltage and reduced surges resulting in savings in power cost and equipment maintenance and replacement. A major benefit for the rural economy is that all electrical equipment and irrigation pumps will now have a substantially longer operational life.36 The improved power supply has contributed to increased economic activity. The implementation of the facility has strengthened the institutional capacity of the DISCOMs and the managerial and operational competence of their managers and staff. The economic viability of the works provided under the facility has been confirmed through a better than projected EIRR, and the financial sustainability has also been confirmed with an FIRR well above the WACC, though lower than estimated at appraisal. The projected direct benefits of both the facility and project 6 have been realized fully, as detailed in the FFA (Appendix 1), and these will be maintained in the longer-term life of the facilities improved under the MFF."
1,"In Viet Nam, a national gender and safeguard consultant was engaged to develop the project EGP from February 2012 to July 2013. Some EGP activities were implemented by the PPMUs in 16 border provinces with high density of ethnic minority people (e.g., translating IEC materials in Khmer language for ethnic groups in Tay Ninh Province). Training sessions for the health staff and VHWs from ethnic group backgrounds were the main benefits of the projects. However, the central PMU was not able to provide data to confirm achievements on certain activities and targets—most importantly, the inclusion of ethnic group issues in project planning and management meetings, and the implementation of ethnic disaggregated data for S&R in all forms and reporting documents. With 8 indicators achieved, 4 indicators partly achieved, and 5 with unknown results because of unavailable data, it was concluded that the EGP implementation in Viet Nam was less than satisfactory. More strategic planning and close monitoring is required for future projects in which ethnic groups are targeted as project beneficiaries. EGP achievements are detailed in Appendix 9."
0,"Accessibility to health care. Due to improved road connectivity in the project areas, the accessibility to health care has improved significantly. The surveys showed that the average time required to reach public health centers was 32.4 minutes at commencement of project which improved to 20.2 minutes after project completion, i.e. a 38% reduction. The average time required to reach major hospitals was 1.65 hours at commencement of the project which improved to 1.14 hours after project completion, i.e. a 31% reduction. The average time required to reach district hospitals was 1.19 hours at commencement of project which improved to 0.78 hours after project completion, i.e. a 35% reduction. Besides, the frequencies of the public transport services have also increased to help more people to access the public health centers and the major hospitals."
0,"In reevaluation, subproject water consumption was based on actual operational data. It was proposed that the future selling price or tariff for rural families would not exceed 5% of their monthly income."
0,Projections in eOperations were actualized annually. Any excess or shortage from previous year were carried over by adjusting the projection of the 1st quarter of the following year.
1,"Cost estimates. The cost estimates were prepared based on unit rates in rubles prevailing in 1991, which were converted to som and updated by the State Agency for Architecture, Construction, Housing, and Public Utilities. The unit rates originating in the Soviet Union era should be revised, based on the prevailing costs."
1,"Gender awareness raising activities for both male and female teachers and school managers were conducted as strategy to help male and female teacher and school managers to challenge gender stereotypes and discriminations which exist in the vocational education setting. An appropriated percentage of female teachers have been promoted in capacity building activities in order to build professional skills and leadership skills. A separate training on gender mainstreaming was also conducted to build awareness of gender equality. After training, all trained vocational colleges were required to develop their own gender action plan to address gender issues and promote the enrolment of female students in the non-traditional subjects and occupations. Tran Thi Tuyet Dong was born in 1970. After finishing high school, Mrs. Dong got married and soon had two children (her older son was born in 1990 and younger daughter was born in 1995). Her husband’s income as a ranger in the district was not enough to support four persons in her family. In 1999, when her children were grown-up, Dong deliberated with her husband and set about doing a driving apprenticeship in Yen Bai Provincial Electromechanical School. She eventually qualified for a Driver’s License Class C, as truck driver – an occupation often said to be only for men. After leaving the School, Dong worked as a taxi driver in Yen Bai City. Once she saw an advertisement on the provincial television, that Yen Bai Vocational College was recruiting teachers for a driving course. Dong liked this very much, but she knew that she was just a driver without pedagogical skills, and it would be hard to become a driving instructor. So, Dong went to Vinh Phuc city to enroll in a pedagogical course for three months. Afterwards, Dong was recruited as a practical driving instructor by Yen Bai Vocational College, Transport Department, now its Driving Training Center. Dong said, “Originally, the occupation of driver and driving instructor was deemed to be not for women who had weak legs and soft hands.” Thus, after being recruited, she still was not trusted by the school officials. Initially, she underwent probation, became a teaching assistant, office worker, etc. But whatever was assigned, she was not afraid of difficulties. She always tried to learn to complete her tasks with burning passion, sitting inside a car and teaching trainees how to drive a car on the roads. Eventually, she was trusted by everyone and assigned to guide trainees to practice driving. She said, “I am very happy to do the work with my passion, and I can do well all the work involved as a driver.” She recalled that once, she and her trainees were driving on the road and their car suddenly broken down. She got under the vehicle to inspect the engine, grease the pump and change tires. The headmaster went through, looking at her dirty face and asked, “Are you in charge of the car? I admire you for that.”"
0,"Poverty and social assessment of the project was carried out during project appraisal. The assessment indicated that the construction of critical sections of the country's trunk road network would enhance rural accessibility in the southern area as well as provide an alternate east–west link. This would reduce poverty incidence and improve the quality of life in the remote southern areas. It would also integrate these areas with the national and subregional economies through reduced travel time, accidents, overloading, and vehicle emissions. During the ADB’s project completion review (PCR) mission, supplementary information on the social impacts was collected. The following is a summary of the socioeconomic impacts of project implementation and the project roads."
0,"For economic analysis project costs includes physical contingencies but exclude price contingencies. The analysis was undertaken at border price level in domestic currency. The analysis uses a world price numeraire. The financial costs were converted to economic costs by applying standard conversion factor (SCF) of 0.90 calculated as average for FY2013-FY2016 for Pakistan.10 The border prices of tradable commodities like wheat, rice, seed cotton, sugarcane and fertilizers have been computed on the basis of latest available prices.11 Local commodities for which Pakistan does not enter into international trade, wholesale prices prevailing in districts Okara, Sahiwal and Khanewal markets of Punjab during respective harvesting periods were collected and adjusted to the farm gate by deducting marketing costs between the farm and the market. 10 An average SCF for the 2012-13 to 2015-16 was calculated using the formula SCF = (M+X) / [(M+Tm)+(X-Tx)] where M is CIF value of imports, X is FOB value of exports, Tm is net value of taxes on imports, Tx is net value of taxes on exports. The financial cost of components of civil works were converted to economic values using specific conversion factors for material (steel.0.88, cement 0.6), skilled (1.0), and unskilled (0.78) labor. 11 2018. World Bank Commodities Price Data (The Pink Sheet). Washington"
1,"The project performance report does not capture outcome and output achievements or the likelihood thereof during implementation, leading to satisfactory or on-track ratings regardless of the project’s performance in achieving its targets."
1,Timing of the program performance evaluation report. The program is fully completed and the program performance evaluation report could take place now.
0,"The periodic financing request 1 (PFR1), with loans of (i) $20 million from ordinary capital resources (Loan 2500-INO); and (ii) $30 million equivalent from the Asian Development Fund (Loan 2501-INO) was formulated to implement priority activities from the road map. The expected impact of PFR1 was improved and more IWRM in place, with the government and the community working in partnership toward a shared vision. The expected outcomes of PFR1 were (i) improved reliability of the water supply to Jakarta and irrigation areas supplied by the West Tarum Canal (WTC); (ii) improved water-use efficiency and increased yields for rice irrigation in three districts in the CRB; (iii) significant increase in the number of community- and nongovernment organization (NGO)-driven initiatives for improved water and catchment management in the CRB; and (iv) improved water quality in the waterways and reservoirs of CRB. PFR1 had 9 outputs, which are contributes to the MFF outputs. The project design and monitoring framework (DMF) and an evaluation of project achievements are in Appendix 1. To complement the loans, ADB also approved (i) a $3.75 million grant from the Global Environment Facility to implement sound biodiversity conservation in the CRB using a landscape approach, 2 ADB. 2008. Report and Recommendation of the President to the Board of Directors: Proposed Multitranche Financing Facility and Administration of Grant and Technical Assistance Grant Republic of Indonesia: Integrated Citarum Water Resources Management Investment Program. Manila. 3 The road map consist of interventions needed to achieve integrated river basin management in Citarum River  Basin, with estimated cost of $3.5 billion. and covering both protected and peripheral areas;4 and (ii) $8 million in technical assistance to strengthen institutions.5"
0,"Timing of the project performance evaluation. ADB will closely monitor the project's  performance. The progress of sector reforms will also be monitored to assess potential impacts  on the project. The power plant was commissioned in October 2It is prudent to let the project  be operational for at least three years before undertaking a project performance evaluation.  Hence, it is recommended that the project performance evaluation be scheduled in 2018."
0,"an independent study conducted by the project, (with the engagement of an international seed sector evaluation expert), found that in contracting the seed production through the FA/FGs and providing training support to these groups through the General Directorate of Agriculture (GDA - who oversaw the seed production) had not only benefitted farmers regarding producing project rice seed, but also in their ability to produce quality seed in the future. Similarly, commercial rice seed sold by AQIP, was also produced through some of the same farmer associations, in addition to other groups not directly associated with the project. This directly benefitted the seed-producing farmers, who were able to recoup an additional 250 to 300 KR/kg ($0.06 to $0.08/kg) over the standard price for paddy on the market. Additionally, excess rice seed produced by the farmer associations was sold on the open market benefiting the farmers with prices of KR700/kg ($0.18/kg) above the price of paddy in the market. 2 They are (i) Centre d'Etude et de Developpement Agricole Cambodgien (CEDAC); (ii) Crossroads to Development; and (iii) Buddhism for Development. The three NGOs were on output-based contracts and timely submitted their outputs with quality. Prepared by Piseth Long	Designation and Division: Senior Project Officer, CARM/SERD"
0,"The gender issues identified by the project included (i) Women in poor and ethnic minority areas have less access to health care services, due to the cost of obtaining health care remains prohibitively high and the quality of care provided at the commune level is still poor; and (ii) The health workforce was predominantly female, but the majority of women were concentrated in lower-level positions. In 2006, for example, 98% of midwives, 69% of nurses, and 50% of assistant doctors were women, while only 35% of doctors and 28%–29% of health professionals with masters and PhD degrees were women; and (iii) Only a small percentage of women held senior positions in the Ministry of Health (MOH) (28 female out of 249 post holders in MOH or 8%) or provincial health departments (53 out of 275 post holders in the provincial health departments) as of 2010."
1,"Preparation to approval of subprojects—All 3 private vocational colleges did not have previous experience with ADB-supported projects, which partly explains the delays in subproject preparation. A vocational college had to redo its subproject proposal 5 to 6 times. The VDB has a manual that guides its staff in provincial branches in loan appraisal. The procedure requires having to go back to previous steps after a vocational college makes a revision or adjustment. This circuitous process prolonged the preparation and approval process. In September 2013 and on the request of one vocational college, the process was shortened by allowing VDB head office to undertake the appraisal. But even with that favorable response from the VDB, it still took at least 8 months from appraisal did the vocational college receive a notice of loan approval."
1,"Future monitoring. ADB can benefit from continued monitoring of the program impact via subsequent subprograms under the PSERP. Given ADB’s significant presence in the road, transport, and power sectors, continued policy dialogue with the government is essential to further deepen the reforms program. Continued monitoring of the improvements in women’s representation in PSE boards is also necessary."
0,"The “without project” assumptions focused on minimal and irregular maintenance, mostly in response to emergency works and as government funding for maintenance would become available. It is assumed that the existing average International Roughness Index (IRI) would not improve and such road conditions would likely remain constant for the entire 20-year project life."
0,"The investment program is rated inefficient because only one tranche was delivered out of the planned four tranches in 15 years of MFF availability. The PFR1 is rated less than efficient as the intended outputs and outcome were not fully achieved within the loan budget. Loan allocation to prepare the follow-up PFR was not timely allocated, and the project was extended for 23 months. Project start-up delays along with long procurement and resettlement processes necessitated the extension. The total loan and grant disbursement reached 84% and 93%, respectively. The economic internal rate of return declined slightly compared to appraisal (27.8%), but remained high (23.7%) at completion. The economic internal rate of return at appraisal was based on estimated benefits due to (i) potential increase in water supply to domestic, municipal and industrial users; and (ii) increased in paddy cultivation productivity. The project completion report analysis considers the same sources of benefits yields, but updates all relevant parameters on costs, water supply forecasts, cropping intensity, and per-hectare farm income of paddy and maize. In line with the appraisal analysis, the project completion report does not consider health benefits resulting from increased water supply for sanitation, or environmental benefits due to reduction in soil erosion, landslide, and flooding."
1,Covenants. The status of compliance with covenants is included in Appendix 8. The covenants  that  should  be  maintained  include  the  following:  (i)  mitigating  and  monitoring
0,"Based on the estimates of economic benefits and costs as described above, the aggregate economic internal rate of return (EIRR) was recalculated to be 22.5%. This value is slightly lower than the appraisal evaluation of 30.4%, principally because: (a) the HVDS component was scaled back; and (b) because costs but no benefits were ascribed to component 3 (asset mapping and energy auditing) and component 4 (ERP implementation) in this reevaluation. The estimated EIRR is higher than the assumed EIRR hurdle rate of 12%. Detailed calculations are shown in Table A12.3. Table A12.3: Reevaluated Economic Internal Rate of Return (2015 ₹ million) 
Capital	O&M ( ) = negative, EIRR = economic internal rate of return, ENPV = economic net present value, O&M = operations and maintenance. a. Incremental variable cost of generation to supply incremental output. Source: Asian Development Bank estimates."
1,"Contract packaging and implementation have also yielded lessons. Capacity assessment of the construction industry is important before rolling out contract packages. The executing agency and ADB made the right decision in combining the Balloki Barrage works into one contract, New Khanki Barrage into one contract, and the LBDC works into three packages. The Pakpattan Canal and LBDC distribution system packages were, however, large and appeared unmanageable due to the geographic spread, canal operational flow constraints, and short construction period. PID’s divisional staff from Balloki, Khanewal, Okara, and Sahiwal were not part of the implementation as per the design (project 1). This kept project implementation and canals operations disjointed. Later, in 2015, PID operations staff joined PMU and PIUs, which improved progress, oversight, brought increased ownership, and resolved operational take over issues."
0,"In the analysis at completion, basis for income figures to be considered in the economic analysis is also strengthened from the assumptions in the original economic analysis. Data from International Labor Organization (on minimum monthly wage of an unskilled staff, indicates the average of the minimum monthly wage per month of an unskilled staff for four SASEC countries in 2008 was $46 per month and in 2013 the average was $64 per month. The annual growth rate of average minimum monthly wage during 2009 and 2013 was little lower than 7%. The average minimum monthly wage was expected to continue at the same rate to current period and estimated as $95 per month for the CEC employers. For current analysis, the incremental change in earnings of an up-skilled worker (being employed at minimum monthly wage) is considered as one-third of monthly wage. Economic Internal Rate of Return & Sensitivity Analysis"
1,"The government should ensure that adequate project management staff support is available after the closing date of a loan. Given that expenditures incurred after the loan closing can no longer be financed by the loan, it is recommended that the government, as part of its counterpart financing: (i) allocate sufficient budget for support staff that will attend to project close-out  activities,  such  as  reviewing  and  accepting   the  final  financial  audit   report,   and (ii) ensure that maintenance and repair works are completed more satisfactorily during the defects liability period. This should be included as an assurance during the processing of future projects."
1,"The participation of female teachers and female managers in development of skill standards is also strengthened by this project. At least 15 occupations were selected for development of skill standards basing on international experience. 73 people (24.6% female) have been trained on program accreditation assessor. In addition, 75 principals, vice principals and managers of 18 vocational colleges (15 public and 3 private vocational colleges) were trained in marketing, building linkages with employers for job placement, delivery and assessment of training, and career counseling. In which, 27% trained participants are females. 17/18 vocational colleges had been accredited by the GDVT on following standards and indicators for vocational accreditations including gender equity indicators in last 5 years."
0,to improve responsiveness of CDC to gender issues in targeted districts/province;
0,"The component for building the WRU new facility required the acquisition of agricultural land greater than 10% of total agricultural land area of 542 households; therefore, a livelihood recovery program was developed for them. This livelihood recovery program was based on consultations with affected people and approved by the ADB on 4 September 2013 and Hung Yen People's Committee on 29 November 2013. During the implementation process, some proposed changes in program design required reassessment of the needs of the affected people. The program was formally implemented beginning at the end of 2016. The initial 453 households registered to"
0,"At appraisal, project implementation period terminal year was 2016 and loan closing was 2017. The delay in project implementation led to extension of loan until MFF completion date on 30 September 2017 however works continued in 2018. The benefits at appraisal were envisaged to accrue in 2016 that is revised to year 2018 in revaluation. Delayed benefits reduced the EIRR. A comparison is provided in Table A9.4. Table A9.4: Comparison of Economic Analysis at Appraisal and Completion EBCR = expected cost to benefit ratio, EIRR = economic internal rate of return, ENPV = economic net present value. Source: Asian Development Bank estimates."
0,"The PFIs also reported a changed outlook towards women entrepreneurs. The PFIs have continued issuing loans to women entrepreneurs even after program closure. In the first quarter of 2018, the five PFIs issued 760 loans to women entrepreneurs with an aggregate principal amount of AMD2.3 billion. Following the launch of the WESSDP, the EBRD launched its “Women in Business” program22 in 2015 and two PFIs, AraratBank and InecoBank, joined the EBRD program. Thus, ADB’s program is currently complemented by the EBRD program, which pursues the same goal of promoting women entrepreneurship in the country. All five PFIs are currently in good financial condition and operate on a sustainable basis."
0,The project contract packages with costs are summarized in Appendix 10.
0,"Key outputs of the project include: (i) a policy framework developed that was conducive for a flexible, responsive, and sustainable PLCE program through which linkages and division of work between different public and private agencies were established based on PPP principles; (ii) 16,394 facilitators and staff trained from implementing NGOs, MOPAs, and the BNFE (in line with targets); (iii) 1.2 million learners trained (75% of revised target), 50% of whom were women (in line with target), with an overall dropout rate of 4.9% (exceeding 10% target); (iv) 16 trade curricula developed; (vi) 7,147 centers for PLCE courses established (49% of the revised target); and (vii) accreditation system for NGOs developed. The project implemented a Gender Action Plan and achieved 27 of 30 total targets."
0,"Project startup under Loan A was delayed, requiring 15 months from loan effectiveness (14 February 2011) to mobilization of implementation consultants (1 May 2012). The delay was because of the state treasury’s initial rejection of the remuneration rate for national consultants, which was deemed too high. The issue was resolved only after the intervention of the Ministry of Planning and Investment and the MTR mission. This delay resulted in the withdrawal of many international consultants initially tapped to develop the skills standards in the identified key occupations and help vocational colleges develop their equipment lists. Finding replacements caused further delays. Updating and harmonizing equipment lists among the vocational colleges also took time. Given its limited staff—and their lack of experience in managing ODA projects— the PMU initially had difficulties following ADB loan disbursement procedures and assessing the equipment packages. This further contributed to slow project start-up. Problems were later addressed by expanding the PMU’s technical unit to better support procurement. ADB also provided more training and guidance to the PMU on project financial management. The closing date for Loan A was extended from 29 February 2016 to 31 August 2017 to procure additional equipment using savings, following the increased acceleration of project implementation post- MTR, and positive feedback from the vocational colleges on the initial equipment procurement. Financial closing of Loan A was only possible on 30 April 2018 due to delayed submission of the final withdrawal application. The refund of unused imprest advance was received on 12 March 2018."
0,"Timing of the project performance evaluation report. ADB should undertake the project performance evaluation report as soon as practically possible so that the infrastructure built under the project does not become completely obsolete in the rapidly changing sector environment. a Some of the performance targets/indicators were considered to have limited linkage to the project outcome and outputs while recent data for such targets/indicators from reliable sources are not available. In such cases, relevant proxy data from most recent years in which such data are available, are collected.) b Development plans of respective SASEC countries (Foot notes 5, 6, 7 and 8 on Page 2 of this document) c Source:  d Measuring the Information Society-2010, Chapter 2, Table 2.2: ICT Development Index (IDI), 2008 and 2007; International Telecommunications Union and https:// Table A2: PROJECT COST AT APPRAISAL AND ACTUAL ($ ‘000) Sub Total (A) Sub Total (B) Sub Total (C) Total (A+B+C)	4.200.00	2,919.09	5,850.00	5,798.00	2,730.00	1,304.77	11,220.00	5,035.00	24,000.00	15,056.86"
0,"The contribution of project 3 to the ADB results framework are (i) households with new or improved water supply in two ULBs: 56,224; (ii) wastewater treatment capacity added or improved: 35,000 cubic meters per day; (iii) water supply pipes installed or upgraded: 198 km; and (iv) land improved through drainage and/or flood management in Sawai Madhopur: 400 hectares."
1,"Implementation support to executing and implementing agencies. Even further constructive support to executing and implementing agencies would include familiarization with ADB’s procurement, environmental, and social protection requirements and monitoring procedures. Consultants having relevant experience on ADB’s processes and procedures should be recruited during the appraisal stage to provide immediate support to executing and implementing agencies. Such consulting services are recommended also for capacity development. This will help DISCOs to make better informed choices about multi-contract or turnkey approaches. Improved system planning capacity within DISCOs would help mitigate the risks of short-term equipment overloading. The frequent changes in top management noted during project implementation should be discouraged. Continued engagement at the top level will be vital for effective implementation of ADB-financed projects in the future."
0,"The ADB officer responsible for the program changed four times during implementation, primarily because of staff departures or assignment changes. These transitions affected implementation. The cofinancier’s completion report noted ADB’s lack of substantive actions to address the unsatisfactory physical and financial progress given the at risk status assigned to the 33 International Monetary Fund. 2018. Viet Nam: 2018 Article IV Consultation. IMF Country Report. No. 18/215. Washington, DC. program as early as April 2013 (footnote 25) . Actions taken by ADB through program years 4–6 supported the PMU in addressing the program’s implementation issues. ADB = Asian Development Bank. Source: Asian Development Bank."
0,"To address relevant gender issues, the project design phase included a social and gender analysis and determined specific concerns and the need for ensuring women’s access to the project delivered services and participation in the capacity building and hygiene promotion activities. It was anticipated that women will benefit from the project in terms of increased representation within water consumer groups, customer care units of vodokanals and hygiene promotion activities. A gender action plan (GAP) was included in the Periodic Financing Request for tranche 3, facility administration manual and maximized women’s participation in project activities. This was covenanted by the Loan Agreement by ensuring that (i) the Borrower will implement GAP in a timely manner, (b) adequate resources will be allocated for this purpose, and (c) the implementation of the GAP will be closely monitored and reported to ADB through quarterly progress reports. GAP implementation and monitoring was facilitated by the Program Preparation and Management Unit (PPMU) gender specialist hired on full time basis. Social and environment specialists were hired by Project Implementation Units (PIUs) in project regions and were in charge of GAP implementation and monitoring at the provincial level."
0,"The WESSDP targeted national policy reform to enhance and promote women entrepreneurship as well as to provide access to finance for women in Armenia. In addition, the project had an effective outreach to women and provided skills development and support to start- ups through business trainings and mentorship for women. Overall, the project performed well and had positive impacts on the lives of women, both rural and urban."
1,"Although the expected target of female enrolment in public vocational colleges have not been achieved fully yet (target: 35%), the enrolment rate of female students in public vocational colleges has been dramatically increased by each school year (14.5% in school-year 2015–2016 and 16.9% in the school year 2016–2017. Especially, the enrolment rate of female students is increased in some occupations, for example, the food industry (12.4%) and the hospitality industry (21.8%). At 14 public vocational colleges, the enrolment rate of female students in ICT courses was increased dramatically, from 3.7% (the school year 2015–16)"
1,"Lessons learned bear out the same lessons from earlier policy-based programs: (i) build  on ownership for reform; (ii) build on existing efforts; (iii) accommodate evolving policy dialogue; (iv) carefully time the intervention; (v) employ participation and build consensus; (vi) incorporate  the need for capacity and institutional development; (vii) keep the design simple and allow for  flexibility in the design; (viii) sequence reforms; and (ix) monitor progress (footnote 7). One further  lesson, given the experience of this program, is for ADB to stay fully engaged with the program  of reforms, whether or not program funds are scheduled to be disbursed in a particular year. All  future policy-based programs should be directed to consider these lessons in program design. In  retrospect, a stand-alone policy-based grant and loan would have been preferable to a  programmatic approach."
0,Tariff on Additional Water (assumed based on consultation with officials during field mission)
